timestamp,topic,device_type,mac,state,payload
2025-11-25T12:04:17,application/d54c3bb7-cc62-4055-b215-a27fc3744fa9/device/1feb57301380d1e4/event/up,device,1feb57301380d1e4,up,"{""deduplicationId"":""90a50568-d6e0-4fb1-acbe-af20f42bd3bb"",""time"":""1980-01-22T18:15:07.457+00:00"",""deviceInfo"":{""tenantId"":""7719f072-0097-4699-a4cd-5eb8d36eb080"",""tenantName"":""ChirpStack"",""applicationId"":""d54c3bb7-cc62-4055-b215-a27fc3744fa9"",""applicationName"":""app"",""deviceProfileId"":""63bc6c28-f5c8-4730-99ca-b292c19d06c0"",""deviceProfileName"":""device"",""deviceName"":""semaphore3 "",""devEui"":""1feb57301380d1e4"",""deviceClassEnabled"":""CLASS_A"",""tags"":{}},""devAddr"":""011800a6"",""adr"":false,""dr"":0,""fCnt"":58,""fPort"":1,""confirmed"":true,""data"":""TGlnaHQgaXMgUmVk"",""rxInfo"":[{""gatewayId"":""d83addfffe7c2222"",""uplinkId"":36751,""gwTime"":""2025-11-25T12:04:17+00:00"",""nsTime"":""2025-11-25T12:04:17.357438816+00:00"",""timeSinceGpsEpoch"":""1448107.457s"",""rssi"":-60,""snr"":7.0,""channel"":4,""location"":{""latitude"":44.398434766449995,""longitude"":8.97613870000925,""source"":""GPS""},""context"":""aSWbQQ=="",""crcStatus"":""CRC_OK""},{""gatewayId"":""d83addfffe7c1111"",""uplinkId"":63178,""gwTime"":""2025-11-25T12:04:17+00:00"",""nsTime"":""2025-11-25T12:04:17.355053293+00:00"",""timeSinceGpsEpoch"":""1448107.457s"",""rssi"":-60,""snr"":7.0,""channel"":4,""location"":{""latitude"":44.426782307853124,""longitude"":8.87980815270685,""source"":""GPS""},""context"":""aSWbQQ=="",""crcStatus"":""CRC_OK""}],""txInfo"":{""frequency"":867300000,""modulation"":{""lora"":{""bandwidth"":125000,""spreadingFactor"":12,""codeRate"":""CR_4_5""}}},""regionConfigId"":""eu868""}"
2025-11-25T12:04:18,application/d54c3bb7-cc62-4055-b215-a27fc3744fa9/device/505b822573439a24/event/log,device,505b822573439a24,log,"{""time"":""1980-01-22T18:15:07.458+00:00"",""deviceInfo"":{""tenantId"":""7719f072-0097-4699-a4cd-5eb8d36eb080"",""tenantName"":""ChirpStack"",""applicationId"":""d54c3bb7-cc62-4055-b215-a27fc3744fa9"",""applicationName"":""app"",""deviceProfileId"":""63bc6c28-f5c8-4730-99ca-b292c19d06c0"",""deviceProfileName"":""device"",""deviceName"":""semaphore1 "",""devEui"":""505b822573439a24"",""deviceClassEnabled"":""CLASS_A"",""tags"":{}},""level"":""WARNING"",""code"":""UPLINK_F_CNT_RETRANSMISSION"",""description"":""Uplink was flagged as re-transmission / frame-counter did not increment"",""context"":{""deduplication_id"":""5d496da5-2e73-4e45-a71e-679935162dd3""}}"
2025-11-25T12:04:28,application/d54c3bb7-cc62-4055-b215-a27fc3744fa9/device/505b822573439a24/event/join,device,505b822573439a24,join,"{""deduplicationId"":""8785f31e-dac4-4c24-8b6a-460ef44e4e65"",""time"":""1980-01-22T18:15:07.468+00:00"",""deviceInfo"":{""tenantId"":""7719f072-0097-4699-a4cd-5eb8d36eb080"",""tenantName"":""ChirpStack"",""applicationId"":""d54c3bb7-cc62-4055-b215-a27fc3744fa9"",""applicationName"":""app"",""deviceProfileId"":""63bc6c28-f5c8-4730-99ca-b292c19d06c0"",""deviceProfileName"":""device"",""deviceName"":""semaphore1 "",""devEui"":""505b822573439a24"",""deviceClassEnabled"":""CLASS_A"",""tags"":{}},""devAddr"":""00c3a8e7"",""regionConfigId"":""eu868""}"
2025-11-25T12:04:28,application/d54c3bb7-cc62-4055-b215-a27fc3744fa9/device/08d2f7f3479e6e7d/event/status,device,08d2f7f3479e6e7d,status,"{""deduplicationId"":""e3df0abe-b85d-4d6c-bbf0-66eb40bfa347"",""time"":""1980-01-22T18:15:07.468+00:00"",""deviceInfo"":{""tenantId"":""7719f072-0097-4699-a4cd-5eb8d36eb080"",""tenantName"":""ChirpStack"",""applicationId"":""d54c3bb7-cc62-4055-b215-a27fc3744fa9"",""applicationName"":""app"",""deviceProfileId"":""63bc6c28-f5c8-4730-99ca-b292c19d06c0"",""deviceProfileName"":""device"",""deviceName"":""semaphore2 "",""devEui"":""08d2f7f3479e6e7d"",""deviceClassEnabled"":""CLASS_A"",""tags"":{}},""margin"":-18,""externalPowerSource"":true,""batteryLevelUnavailable"":false,""batteryLevel"":0.0}"
2025-11-25T12:04:28,application/d54c3bb7-cc62-4055-b215-a27fc3744fa9/device/08d2f7f3479e6e7d/event/up,device,08d2f7f3479e6e7d,up,"{""deduplicationId"":""e3df0abe-b85d-4d6c-bbf0-66eb40bfa347"",""time"":""1980-01-22T18:15:07.468+00:00"",""deviceInfo"":{""tenantId"":""7719f072-0097-4699-a4cd-5eb8d36eb080"",""tenantName"":""ChirpStack"",""applicationId"":""d54c3bb7-cc62-4055-b215-a27fc3744fa9"",""applicationName"":""app"",""deviceProfileId"":""63bc6c28-f5c8-4730-99ca-b292c19d06c0"",""deviceProfileName"":""device"",""deviceName"":""semaphore2 "",""devEui"":""08d2f7f3479e6e7d"",""deviceClassEnabled"":""CLASS_A"",""tags"":{}},""devAddr"":""017358e7"",""adr"":false,""dr"":0,""fCnt"":85,""fPort"":1,""confirmed"":true,""data"":""TGlnaHQgaXMgR3JlZW4="",""rxInfo"":[{""gatewayId"":""d83addfffe7c2222"",""uplinkId"":58452,""gwTime"":""2025-11-25T12:04:28+00:00"",""nsTime"":""2025-11-25T12:04:28.354722157+00:00"",""timeSinceGpsEpoch"":""1448107.468s"",""rssi"":-60,""snr"":7.0,""channel"":6,""location"":{""latitude"":44.398434766449995,""longitude"":8.97613870000925,""source"":""GPS""},""context"":""aSWbTA=="",""crcStatus"":""CRC_OK""},{""gatewayId"":""d83addfffe7c1111"",""uplinkId"":20884,""gwTime"":""2025-11-25T12:04:28+00:00"",""nsTime"":""2025-11-25T12:04:28.354465997+00:00"",""timeSinceGpsEpoch"":""1448107.468s"",""rssi"":-60,""snr"":7.0,""channel"":6,""location"":{""latitude"":44.426782307853124,""longitude"":8.87980815270685,""source"":""GPS""},""context"":""aSWbTA=="",""crcStatus"":""CRC_OK""}],""txInfo"":{""frequency"":867700000,""modulation"":{""lora"":{""bandwidth"":125000,""spreadingFactor"":12,""codeRate"":""CR_4_5""}}},""regionConfigId"":""eu868""}"
2025-11-25T12:04:29,application/d54c3bb7-cc62-4055-b215-a27fc3744fa9/device/1feb57301380d1e4/event/log,device,1feb57301380d1e4,log,"{""time"":""1980-01-22T18:15:07.469+00:00"",""deviceInfo"":{""tenantId"":""7719f072-0097-4699-a4cd-5eb8d36eb080"",""tenantName"":""ChirpStack"",""applicationId"":""d54c3bb7-cc62-4055-b215-a27fc3744fa9"",""applicationName"":""app"",""deviceProfileId"":""63bc6c28-f5c8-4730-99ca-b292c19d06c0"",""deviceProfileName"":""device"",""deviceName"":""semaphore3 "",""devEui"":""1feb57301380d1e4"",""deviceClassEnabled"":""CLASS_A"",""tags"":{}},""level"":""WARNING"",""code"":""UPLINK_F_CNT_RETRANSMISSION"",""description"":""Uplink was flagged as re-transmission / frame-counter did not increment"",""context"":{""deduplication_id"":""2615b403-40e4-4995-a187-ac39c13ebc75""}}"
2025-11-25T12:04:38,application/d54c3bb7-cc62-4055-b215-a27fc3744fa9/device/505b822573439a24/event/up,device,505b822573439a24,up,"{""deduplicationId"":""a17b5372-3c5c-4601-917d-3885f11e1629"",""time"":""1980-01-22T18:15:07.478+00:00"",""deviceInfo"":{""tenantId"":""7719f072-0097-4699-a4cd-5eb8d36eb080"",""tenantName"":""ChirpStack"",""applicationId"":""d54c3bb7-cc62-4055-b215-a27fc3744fa9"",""applicationName"":""app"",""deviceProfileId"":""63bc6c28-f5c8-4730-99ca-b292c19d06c0"",""deviceProfileName"":""device"",""deviceName"":""semaphore1 "",""devEui"":""505b822573439a24"",""deviceClassEnabled"":""CLASS_A"",""tags"":{}},""devAddr"":""00c3a8e7"",""adr"":false,""dr"":0,""fCnt"":107,""fPort"":1,""confirmed"":true,""data"":""TGlnaHQgaXMgUmVk"",""rxInfo"":[{""gatewayId"":""d83addfffe7c1111"",""uplinkId"":27812,""gwTime"":""2025-11-25T12:04:38+00:00"",""nsTime"":""2025-11-25T12:04:38.360194619+00:00"",""timeSinceGpsEpoch"":""1448107.478s"",""rssi"":-60,""snr"":7.0,""channel"":6,""location"":{""latitude"":44.426782307853124,""longitude"":8.87980815270685,""source"":""GPS""},""context"":""aSWbVg=="",""crcStatus"":""CRC_OK""},{""gatewayId"":""d83addfffe7c2222"",""uplinkId"":8307,""gwTime"":""2025-11-25T12:04:38+00:00"",""nsTime"":""2025-11-25T12:04:38.359869890+00:00"",""timeSinceGpsEpoch"":""1448107.478s"",""rssi"":-60,""snr"":7.0,""channel"":6,""location"":{""latitude"":44.398434766449995,""longitude"":8.97613870000925,""source"":""GPS""},""context"":""aSWbVg=="",""crcStatus"":""CRC_OK""}],""txInfo"":{""frequency"":867700000,""modulation"":{""lora"":{""bandwidth"":125000,""spreadingFactor"":12,""codeRate"":""CR_4_5""}}},""regionConfigId"":""eu868""}"
2025-11-25T12:04:39,application/d54c3bb7-cc62-4055-b215-a27fc3744fa9/device/08d2f7f3479e6e7d/event/up,device,08d2f7f3479e6e7d,up,"{""deduplicationId"":""0a94cebc-ad5f-47da-acbe-a612c827a090"",""time"":""1980-01-22T18:15:07.479+00:00"",""deviceInfo"":{""tenantId"":""7719f072-0097-4699-a4cd-5eb8d36eb080"",""tenantName"":""ChirpStack"",""applicationId"":""d54c3bb7-cc62-4055-b215-a27fc3744fa9"",""applicationName"":""app"",""deviceProfileId"":""63bc6c28-f5c8-4730-99ca-b292c19d06c0"",""deviceProfileName"":""device"",""deviceName"":""semaphore2 "",""devEui"":""08d2f7f3479e6e7d"",""deviceClassEnabled"":""CLASS_A"",""tags"":{}},""devAddr"":""017358e7"",""adr"":false,""dr"":0,""fCnt"":86,""fPort"":1,""confirmed"":true,""data"":""TGlnaHQgaXMgR3JlZW4="",""rxInfo"":[{""gatewayId"":""d83addfffe7c2222"",""uplinkId"":701,""gwTime"":""2025-11-25T12:04:39+00:00"",""nsTime"":""2025-11-25T12:04:39.353708073+00:00"",""timeSinceGpsEpoch"":""1448107.479s"",""rssi"":-60,""snr"":7.0,""channel"":2,""location"":{""latitude"":44.398434766449995,""longitude"":8.97613870000925,""source"":""GPS""},""context"":""aSWbVw=="",""crcStatus"":""CRC_OK""},{""gatewayId"":""d83addfffe7c1111"",""uplinkId"":53567,""gwTime"":""2025-11-25T12:04:39+00:00"",""nsTime"":""2025-11-25T12:04:39.352996760+00:00"",""timeSinceGpsEpoch"":""1448107.479s"",""rssi"":-60,""snr"":7.0,""channel"":2,""location"":{""latitude"":44.426782307853124,""longitude"":8.87980815270685,""source"":""GPS""},""context"":""aSWbVw=="",""crcStatus"":""CRC_OK""}],""txInfo"":{""frequency"":868500000,""modulation"":{""lora"":{""bandwidth"":125000,""spreadingFactor"":12,""codeRate"":""CR_4_5""}}},""regionConfigId"":""eu868""}"
2025-11-25T12:04:41,application/d54c3bb7-cc62-4055-b215-a27fc3744fa9/device/1feb57301380d1e4/event/join,device,1feb57301380d1e4,join,"{""deduplicationId"":""8a0d7385-ed64-4658-aaf8-d1e6cd03d2a8"",""time"":""1980-01-22T18:15:07.481+00:00"",""deviceInfo"":{""tenantId"":""7719f072-0097-4699-a4cd-5eb8d36eb080"",""tenantName"":""ChirpStack"",""applicationId"":""d54c3bb7-cc62-4055-b215-a27fc3744fa9"",""applicationName"":""app"",""deviceProfileId"":""63bc6c28-f5c8-4730-99ca-b292c19d06c0"",""deviceProfileName"":""device"",""deviceName"":""semaphore3 "",""devEui"":""1feb57301380d1e4"",""deviceClassEnabled"":""CLASS_A"",""tags"":{}},""devAddr"":""00e749d9"",""regionConfigId"":""eu868""}"
2025-11-25T12:04:49,application/d54c3bb7-cc62-4055-b215-a27fc3744fa9/device/cc5a57ff44afc647/event/join,device,cc5a57ff44afc647,join,"{""deduplicationId"":""59a116b6-b932-425c-9847-fb5d8a262253"",""time"":""1980-01-22T18:15:07.489+00:00"",""deviceInfo"":{""tenantId"":""7719f072-0097-4699-a4cd-5eb8d36eb080"",""tenantName"":""ChirpStack"",""applicationId"":""d54c3bb7-cc62-4055-b215-a27fc3744fa9"",""applicationName"":""app"",""deviceProfileId"":""63bc6c28-f5c8-4730-99ca-b292c19d06c0"",""deviceProfileName"":""device"",""deviceName"":""semaphore5 "",""devEui"":""cc5a57ff44afc647"",""deviceClassEnabled"":""CLASS_A"",""tags"":{}},""devAddr"":""006ae842"",""regionConfigId"":""eu868""}"
